epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,9412.47,1.05154,1.33152,1.38041,0.76695,0.66329,0.75455,0.54704,0.99938,0.98664,1.31233,0.007657,0.007657,0.007657
73,9550.33,1.04232,1.32396,1.37393,0.76852,0.66232,0.7554,0.54787,0.99835,0.98481,1.31107,0.007624,0.007624,0.007624
74,9681.84,1.04793,1.32068,1.37511,0.76653,0.66609,0.75588,0.54797,0.99759,0.98292,1.30991,0.007591,0.007591,0.007591
75,9824.54,1.04337,1.32557,1.37619,0.77093,0.6647,0.75612,0.54843,0.99673,0.98179,1.30897,0.007558,0.007558,0.007558
76,9969.18,1.03909,1.31422,1.37051,0.76872,0.66684,0.75669,0.54952,0.99594,0.9798,1.30802,0.007525,0.007525,0.007525
77,10109.7,1.04164,1.31108,1.37254,0.7727,0.66549,0.75714,0.54979,0.99531,0.97801,1.3071,0.007492,0.007492,0.007492
78,10256.5,1.04261,1.30585,1.36807,0.77118,0.66587,0.75788,0.55058,0.99461,0.97642,1.3062,0.007459,0.007459,0.007459
79,10394.5,1.03359,1.29794,1.36236,0.76226,0.67145,0.75818,0.55134,0.99444,0.97501,1.30575,0.007426,0.007426,0.007426
80,10538.4,1.03495,1.30095,1.36507,0.76158,0.67095,0.75845,0.55107,0.99401,0.97348,1.30487,0.007393,0.007393,0.007393
81,10682.4,1.02998,1.28756,1.362,0.76259,0.6722,0.75894,0.55141,0.99352,0.97172,1.30422,0.00736,0.00736,0.00736
82,10827.2,1.02817,1.28483,1.35742,0.76008,0.67332,0.75959,0.55183,0.99306,0.97008,1.30342,0.007327,0.007327,0.007327
83,10967.3,1.0265,1.28299,1.35808,0.76208,0.67197,0.75976,0.5525,0.99246,0.9688,1.30267,0.007294,0.007294,0.007294
84,11110,1.02835,1.27401,1.35939,0.76003,0.67454,0.75989,0.55282,0.99194,0.96728,1.3018,0.007261,0.007261,0.007261
85,11254.2,1.02398,1.28424,1.35767,0.75831,0.6771,0.76039,0.55338,0.99121,0.96584,1.30098,0.007228,0.007228,0.007228
86,11364.2,1.02765,1.26872,1.35541,0.76039,0.67517,0.76086,0.5542,0.99042,0.96398,1.30001,0.007195,0.007195,0.007195
87,11461.2,1.02196,1.27503,1.35342,0.76123,0.67643,0.76162,0.55544,0.9897,0.96245,1.29932,0.007162,0.007162,0.007162
88,11604.7,1.01806,1.26144,1.35104,0.76218,0.67825,0.76193,0.55577,0.98925,0.96076,1.29867,0.007129,0.007129,0.007129
89,11748.2,1.02719,1.26827,1.35623,0.76236,0.67781,0.76282,0.55621,0.98852,0.95918,1.29769,0.007096,0.007096,0.007096
90,11894.2,1.02154,1.2549,1.35018,0.76209,0.68111,0.76314,0.55671,0.98816,0.95784,1.29704,0.007063,0.007063,0.007063
91,12038.4,1.01465,1.25346,1.34677,0.76177,0.6815,0.76369,0.5573,0.98779,0.95641,1.29638,0.00703,0.00703,0.00703
92,12183.9,1.01955,1.24895,1.34672,0.76042,0.68274,0.76366,0.55783,0.98731,0.95482,1.2957,0.006997,0.006997,0.006997
93,12321.4,1.00875,1.24968,1.34291,0.7622,0.68052,0.76357,0.55785,0.98663,0.95349,1.29495,0.006964,0.006964,0.006964
94,12458.8,1.01085,1.24745,1.3407,0.76353,0.68002,0.76446,0.55846,0.98621,0.95202,1.29433,0.006931,0.006931,0.006931
95,12598.5,1.01297,1.24877,1.34466,0.7618,0.68336,0.76505,0.55885,0.98579,0.95051,1.29368,0.006898,0.006898,0.006898
96,12738,1.00995,1.24128,1.33956,0.76021,0.68746,0.76523,0.55941,0.98527,0.94892,1.2929,0.006865,0.006865,0.006865
97,12877.6,1.00999,1.23401,1.34232,0.76254,0.68606,0.76596,0.56025,0.98476,0.94722,1.29231,0.006832,0.006832,0.006832
98,13017.5,1.00932,1.23834,1.33699,0.76251,0.68767,0.76647,0.56109,0.98398,0.94573,1.29128,0.006799,0.006799,0.006799
99,13154.7,1.00044,1.22972,1.33517,0.75636,0.69432,0.76721,0.56137,0.98383,0.94414,1.29079,0.006766,0.006766,0.006766
100,13291.2,1.0086,1.22987,1.3369,0.75479,0.69801,0.76772,0.56213,0.98356,0.94284,1.29009,0.006733,0.006733,0.006733
101,13427.6,0.99917,1.21849,1.33376,0.75606,0.69789,0.76817,0.56281,0.98332,0.94102,1.28964,0.0067,0.0067,0.0067
102,13564.7,1.00533,1.22919,1.33811,0.75764,0.69712,0.7689,0.56354,0.9826,0.93952,1.28862,0.006667,0.006667,0.006667
103,13701.2,1.00565,1.21784,1.33367,0.75934,0.69599,0.76971,0.56409,0.98199,0.93801,1.28758,0.006634,0.006634,0.006634
104,13836.9,0.99729,1.21712,1.3268,0.75938,0.69787,0.76988,0.56456,0.9815,0.9365,1.28681,0.006601,0.006601,0.006601
105,13974.3,1.00293,1.21274,1.33568,0.75949,0.69762,0.77072,0.56524,0.98096,0.93469,1.2859,0.006568,0.006568,0.006568
106,14108.9,0.99738,1.20144,1.32803,0.76269,0.69596,0.77123,0.56575,0.98082,0.93321,1.28541,0.006535,0.006535,0.006535
107,14248,0.99539,1.20229,1.3248,0.76648,0.69399,0.77173,0.56614,0.9804,0.93183,1.2848,0.006502,0.006502,0.006502
108,14387.6,0.99803,1.20757,1.3289,0.76643,0.69385,0.77252,0.56662,0.9802,0.93046,1.28421,0.006469,0.006469,0.006469
109,14523.1,0.99505,1.19878,1.32412,0.76817,0.69201,0.77283,0.56765,0.97965,0.92933,1.28337,0.006436,0.006436,0.006436
110,14662.7,0.99151,1.19231,1.32352,0.76749,0.69452,0.77354,0.56822,0.97906,0.92812,1.28266,0.006403,0.006403,0.006403
111,14803.6,0.99506,1.1974,1.32487,0.76319,0.69819,0.77402,0.56848,0.97874,0.92683,1.28205,0.00637,0.00637,0.00637
