epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,280299,1.22417,1.578,1.34381,0.61403,0.45598,0.49688,0.35178,1.12926,1.24915,1.25151,0.006304,0.006304,0.006304
114,285784,1.22396,1.57536,1.34118,0.61284,0.45881,0.49756,0.35216,1.12891,1.24797,1.25067,0.006271,0.006271,0.006271
115,291269,1.22362,1.57593,1.34205,0.61879,0.45612,0.49775,0.35257,1.12844,1.24711,1.25001,0.006238,0.006238,0.006238
116,296762,1.22355,1.57493,1.34091,0.61229,0.45933,0.49933,0.35393,1.12748,1.24555,1.24869,0.006205,0.006205,0.006205
117,302179,1.22283,1.57478,1.34314,0.62631,0.4578,0.50029,0.35473,1.12666,1.24505,1.24833,0.006172,0.006172,0.006172
118,306884,1.22143,1.56957,1.34125,0.61167,0.45925,0.49942,0.35462,1.12627,1.24401,1.24805,0.006139,0.006139,0.006139
119,311585,1.22093,1.56711,1.34058,0.60747,0.46166,0.50032,0.35521,1.1254,1.24278,1.24719,0.006106,0.006106,0.006106
120,316292,1.22186,1.57197,1.34246,0.60393,0.46401,0.50053,0.35554,1.12564,1.24276,1.24746,0.006073,0.006073,0.006073
121,320995,1.21974,1.56646,1.33911,0.60497,0.46193,0.50053,0.35519,1.12538,1.24189,1.24687,0.00604,0.00604,0.00604
122,326549,1.22141,1.56657,1.33946,0.60758,0.46251,0.50127,0.35551,1.12546,1.24076,1.24685,0.006007,0.006007,0.006007
123,332664,1.21766,1.56111,1.33889,0.60951,0.46127,0.5015,0.35587,1.12475,1.2399,1.24644,0.005974,0.005974,0.005974
124,338937,1.22066,1.56068,1.33727,0.61547,0.46074,0.50167,0.35578,1.12449,1.23928,1.24563,0.005941,0.005941,0.005941
125,342048,1.21804,1.55939,1.33674,0.6203,0.45944,0.50197,0.35567,1.12461,1.23851,1.24578,0.005908,0.005908,0.005908
126,344819,1.21818,1.55862,1.33565,0.61556,0.46449,0.50234,0.3558,1.12501,1.23797,1.2458,0.005875,0.005875,0.005875
127,347344,1.21789,1.55544,1.33714,0.62048,0.46178,0.50242,0.35607,1.12442,1.23656,1.24541,0.005842,0.005842,0.005842
128,349107,1.21658,1.55494,1.33663,0.62197,0.46207,0.5032,0.35691,1.12419,1.23528,1.24536,0.005809,0.005809,0.005809
129,350864,1.21807,1.55702,1.33635,0.61807,0.46122,0.50329,0.35673,1.12424,1.23481,1.24538,0.005776,0.005776,0.005776
130,352621,1.21756,1.55361,1.33673,0.61759,0.46269,0.50407,0.35735,1.12368,1.23461,1.24497,0.005743,0.005743,0.005743
131,354380,1.21512,1.55384,1.33466,0.61629,0.46264,0.50449,0.35784,1.12305,1.23303,1.24435,0.00571,0.00571,0.00571
132,356139,1.21328,1.55168,1.33553,0.61188,0.46628,0.50455,0.35824,1.12194,1.23239,1.24321,0.005677,0.005677,0.005677
133,358086,1.21431,1.54776,1.33342,0.62655,0.46193,0.50589,0.35876,1.12111,1.23109,1.24232,0.005644,0.005644,0.005644
134,360416,1.21187,1.54695,1.33152,0.62698,0.46226,0.50605,0.35924,1.12058,1.23034,1.24185,0.005611,0.005611,0.005611
135,363199,1.21324,1.54525,1.33194,0.6271,0.46173,0.50699,0.35986,1.12001,1.22899,1.24104,0.005578,0.005578,0.005578
136,365989,1.2119,1.54469,1.33064,0.62726,0.46349,0.5073,0.35998,1.11857,1.22771,1.23993,0.005545,0.005545,0.005545
137,372214,1.21237,1.54199,1.33118,0.6257,0.46589,0.50772,0.36044,1.11801,1.22662,1.23926,0.005512,0.005512,0.005512
138,378583,1.21135,1.54198,1.33057,0.61092,0.46995,0.50693,0.36051,1.11794,1.22571,1.23917,0.005479,0.005479,0.005479
139,383256,1.21172,1.54139,1.32958,0.62056,0.46607,0.50779,0.3611,1.11768,1.22474,1.23839,0.005446,0.005446,0.005446
140,387931,1.21093,1.5414,1.33049,0.61995,0.46708,0.50868,0.36164,1.11756,1.22414,1.23795,0.005413,0.005413,0.005413
